,AGREEMENT_RK,AGE,GEN_TITLE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
17093,67540741,50,Специалист,1,0,1,0,0,25000.0,3,3,1
17096,67540814,42,Руководитель высшего звена,1,0,1,3,1,9000.0,1,0,0
17097,67540916,22,Рабочий,1,0,1,0,0,10000.0,1,0,1
17098,67540917,49,Рабочий,1,0,1,1,0,8000.0,1,0,0
17099,67540919,49,Специалист,1,0,1,1,0,7000.0,2,1,0
17101,67541097,39,Специалист,1,0,0,1,1,30000.0,2,1,0
17103,67541113,48,Специалист,1,0,1,2,0,15000.0,1,0,0
17104,67541439,41,Специалист,1,0,1,2,2,43000.0,2,1,0
17106,67541562,61,,0,1,0,1,0,12000.0,1,0,0
17107,67541699,31,Специалист,1,0,0,0,0,25000.0,1,0,1
17108,67541979,32,Высококвалифиц. специалист,1,0,1,0,0,20000.0,1,1,1
17109,67542005,44,Специалист,1,0,0,1,1,17000.0,2,1,0
17111,67542024,32,Рабочий,1,0,1,2,2,10000.0,1,0,0
17112,67542051,55,,0,1,1,2,0,5000.0,2,1,0
17115,67542089,25,Руководитель среднего звена,1,0,1,0,0,16000.0,1,0,0
17116,67542394,24,Рабочий,1,0,1,1,1,10000.0,1,0,0
17117,67542447,32,Руководитель высшего звена,1,0,0,1,1,13000.0,1,0,0
17118,67542724,62,Работник сферы услуг,1,1,1,0,0,15000.0,1,0,1
17119,67542744,52,Рабочий,1,0,1,0,0,8000.0,1,0,0
17120,67542759,36,Специалист,1,0,1,1,1,12000.0,1,0,0
17121,67542777,48,Военнослужащий по контракту,1,0,1,0,0,27000.0,1,0,0
17122,67542780,36,Рабочий,1,0,0,0,0,18000.0,1,0,0
17123,67542852,55,,0,1,0,0,0,10000.0,1,1,0
17124,67542872,31,Рабочий,1,0,1,0,0,10000.0,1,0,0
17125,67543236,44,Специалист,1,0,1,3,1,5000.0,1,0,0
17126,67543277,61,,0,1,1,2,0,6500.0,1,1,0
17127,67543528,43,Индивидуальный предприниматель,1,0,1,0,0,30000.0,1,0,0
17128,67543545,32,Специалист,1,0,1,1,1,15000.0,1,0,0
17129,67543754,40,Специалист,1,0,0,1,1,12000.0,1,0,1
17130,67544080,26,Руководитель среднего звена,1,0,0,0,0,10000.0,1,0,0
17131,67544207,30,Руководитель среднего звена,1,0,1,2,2,30000.0,1,0,0
17132,67544353,53,Служащий,1,0,1,0,0,9000.0,1,1,0
17133,67544476,36,Рабочий,1,0,0,1,1,15000.0,1,0,0
17134,67544955,32,Специалист,1,0,0,1,1,10000.0,1,0,0
17135,67544974,33,Рабочий,1,0,1,2,2,10000.0,1,0,0
17136,67544980,36,Специалист,1,0,1,3,0,9300.0,1,0,0
17137,67544991,60,,0,1,1,0,0,9600.0,1,0,0
17138,67545085,49,Рабочий,1,0,1,2,0,12000.0,1,0,0
17139,67545193,32,Служащий,1,0,0,0,0,10000.0,1,0,0
17140,67545235,57,,0,1,1,2,0,15000.0,1,0,1
17141,67545344,27,Специалист,1,0,1,1,1,20000.0,2,0,1
17143,67545670,59,Специалист,1,1,1,0,0,9000.0,1,0,0
17144,67545675,25,Рабочий,1,0,0,0,0,10200.0,1,0,0
17145,67545801,33,Специалист,1,0,0,1,1,7000.0,1,0,0
17146,67545858,51,,0,1,1,5,0,5000.0,1,0,0
17147,67545860,42,Служащий,1,0,1,0,0,6500.0,1,0,0
17151,67545961,59,Специалист,1,0,0,3,0,12000.0,1,0,0
17152,67546241,52,Рабочий,1,0,1,2,0,10000.0,1,0,0
17153,67546318,31,Специалист,1,0,1,1,1,15000.0,1,0,0
17154,67546396,35,Руководитель высшего звена,1,0,1,0,0,35000.0,3,3,0
17157,67546491,31,Рабочий,1,0,1,2,0,15000.0,1,0,0
17158,67546557,39,Рабочий,1,0,0,1,2,15000.0,1,0,0
17159,67546714,58,,0,1,1,2,0,8000.0,1,0,0
17160,67546760,35,Рабочий,1,0,0,1,1,12000.0,1,0,0
17161,67546794,50,Специалист,1,0,1,1,0,9000.0,1,0,0
17162,67547553,50,Специалист,1,0,1,0,0,11000.0,1,0,0
17163,67547912,44,Служащий,1,0,1,2,0,12000.0,1,0,1
17164,67548114,33,Рабочий,1,0,1,1,1,10000.0,1,0,0
17165,67548212,43,Рабочий,1,0,1,2,2,10000.0,1,0,0
17166,67548219,40,Руководитель высшего звена,1,0,1,3,3,11000.0,1,0,0
17167,67548224,44,Рабочий,1,0,1,2,0,6500.0,1,0,0
17168,67548336,54,Работник сферы услуг,1,0,1,0,0,15000.0,1,0,1
17169,67548405,37,Специалист,1,0,1,0,0,10000.0,1,0,0
17170,67549060,49,Специалист,1,0,0,1,1,15000.0,2,2,0
17172,67549220,57,Специалист,1,0,1,0,0,14000.0,1,1,0
17173,67549353,49,Рабочий,1,0,1,0,0,10000.0,2,0,0
17175,67549381,32,Специалист,1,0,0,1,1,22000.0,1,0,0
17176,67549472,55,,0,1,1,3,0,6000.0,1,0,0
17177,67549589,60,,0,1,1,2,0,6400.0,1,0,0
17178,67549611,38,Высококвалифиц. специалист,1,0,0,2,2,17000.0,1,0,0
17179,67549701,27,Рабочий,1,0,1,1,1,10000.0,1,0,0
17180,67549749,24,Специалист,1,0,1,0,0,8000.0,1,0,0
17181,67549774,38,Специалист,1,0,0,0,0,17000.0,1,0,0
17182,67549828,33,Руководитель среднего звена,1,0,1,2,2,18000.0,1,0,0
17183,67549972,58,,0,1,1,2,0,10000.0,1,0,0
17184,67550054,26,Специалист,1,0,1,0,0,8000.0,1,0,1
17185,67550176,56,Руководитель среднего звена,1,1,1,2,1,14000.0,1,0,0
17186,67550185,58,,0,1,1,0,0,15000.0,1,0,0
17187,67550221,22,Специалист,1,0,1,0,0,12000.0,1,0,1
17188,72260930,22,Специалист,1,0,1,0,0,12000.0,1,0,0
17189,72261153,56,,0,1,1,1,0,6000.0,2,0,0
17191,72261366,59,,0,1,1,0,0,15000.0,3,2,0
17194,72261478,54,Служащий,1,0,1,2,0,5000.0,1,0,0
17195,72261653,57,Специалист,1,0,1,2,0,13000.0,1,0,0
17196,72261670,46,Руководитель среднего звена,1,0,1,1,0,29500.0,1,0,0
17197,72261761,35,Рабочий,1,0,0,1,1,20000.0,1,0,0
17198,72261878,59,Служащий,1,0,1,2,0,10000.0,1,0,1
17199,72261893,25,Руководитель среднего звена,1,0,0,0,0,10000.0,2,0,0
17201,72262464,38,Руководитель высшего звена,1,0,1,2,2,15000.0,2,0,1
17203,72262487,52,Рабочий,1,0,1,0,0,7000.0,1,0,0
17204,72262509,23,Высококвалифиц. специалист,1,0,1,0,0,14000.0,1,0,0
17205,72262514,27,Специалист,1,0,1,1,1,27000.0,1,0,0
17206,72262928,62,Специалист,1,0,1,0,0,5000.0,1,0,0
17207,72263345,50,Рабочий,1,0,1,2,0,12000.0,1,0,0
17208,72263415,44,Руководитель среднего звена,1,0,0,1,0,30000.0,1,0,0
17209,72263847,38,Рабочий,1,0,1,2,0,12000.0,1,0,0
17210,72263902,37,Высококвалифиц. специалист,1,0,1,1,0,12000.0,1,0,0
17211,72264154,29,Специалист,1,0,0,1,1,15000.0,1,0,0
17212,72264236,53,Специалист,1,0,1,2,0,5000.0,1,0,0
17213,72264687,44,Работник сферы услуг,1,0,1,2,0,10000.0,1,0,0
17214,72264699,61,Специалист,1,1,1,2,0,20000.0,2,1,0
17216,72264765,50,Служащий,1,0,1,0,0,8000.0,1,0,0
17217,72264851,53,Специалист,1,0,1,1,1,12000.0,1,0,0
17218,72264867,46,Специалист,1,0,1,0,0,10000.0,1,0,0
17219,72265541,32,Специалист,1,0,0,1,0,20000.0,1,0,0
17220,72265585,50,Специалист,1,0,1,0,0,10000.0,1,0,0
17221,72265780,55,,0,1,1,2,0,6500.0,1,1,0
17222,72265902,30,Руководитель низшего звена,1,0,1,1,1,18000.0,1,0,1
17223,72266205,35,Служащий,1,0,1,3,3,10000.0,1,0,0
17224,72266831,60,Специалист,1,0,1,0,0,24000.0,2,1,0
17226,72266871,59,Служащий,1,0,1,0,0,10000.0,1,0,0
17227,72266926,46,,0,1,0,2,1,18000.0,1,0,0
17228,72266955,61,,0,1,1,3,0,8000.0,1,0,0
17229,72267480,52,Служащий,1,0,1,3,0,10000.0,1,0,0
17230,72267929,35,Специалист,1,0,1,2,2,6000.0,1,0,0
17231,72268008,57,Специалист,1,0,0,2,0,20000.0,2,1,0
17233,72268011,51,Специалист,1,0,1,2,0,5000.0,1,0,0
17234,72268093,43,Служащий,1,0,1,1,1,10000.0,1,0,0
17235,72268104,60,,0,1,1,0,0,10000.0,1,1,0
17236,72268328,46,Рабочий,1,0,0,2,1,20000.0,1,0,0
17237,72268537,64,,0,1,0,4,4,6800.0,3,1,0
17240,72268914,25,Специалист,1,0,1,1,1,12000.0,1,0,1
17242,72269074,43,Специалист,1,0,0,2,2,10000.0,1,0,0
17243,72269446,39,Рабочий,1,0,0,1,0,8000.0,1,0,0
17244,72269472,61,,0,1,1,3,0,7000.0,1,0,0
17245,72269603,41,Высококвалифиц. специалист,1,0,1,0,0,6500.0,1,0,0
17246,72269722,34,Специалист,1,0,1,3,0,15000.0,1,0,0
17247,72269843,51,Высококвалифиц. специалист,1,0,0,2,0,30000.0,1,0,1
17248,72270183,47,,0,1,1,3,2,13000.0,1,0,0
17249,72270256,23,Работник сферы услуг,1,0,1,0,0,4500.0,1,1,0
17250,72270447,40,Специалист,1,0,0,1,1,10000.0,1,0,0
17251,72270472,24,Работник сферы услуг,1,0,1,0,0,7000.0,1,0,1
17252,72270711,51,Рабочий,1,0,1,2,0,10000.0,1,0,0
17253,72270774,22,Индивидуальный предприниматель,1,0,1,1,1,15000.0,1,0,0
17254,72271259,61,,0,1,1,0,0,7500.0,2,1,0
17256,72271293,36,Руководитель низшего звена,1,0,1,2,2,7000.0,1,1,0
17257,72271295,45,Специалист,1,0,1,2,0,12000.0,1,0,0
17258,72271887,33,Рабочий,1,0,0,1,1,15000.0,2,0,0
17260,72271890,48,,0,1,1,0,0,10000.0,1,0,0
17261,72271941,28,Специалист,1,0,1,1,1,8000.0,1,0,1
17262,72272027,41,Специалист,1,0,1,2,1,9000.0,1,0,0
17263,72272128,61,,0,1,1,0,0,7500.0,1,0,0
17264,72272139,22,Специалист,1,0,0,1,1,12000.0,1,0,0
17265,72272263,63,,0,1,1,2,0,10000.0,1,0,0
17266,72272351,26,Специалист,1,0,0,1,1,16000.0,1,0,0
17267,72272555,42,Специалист,1,0,0,2,2,8000.0,2,1,0
17269,72272645,34,Специалист,1,0,1,0,0,8000.0,1,0,0
17270,72272744,52,Рабочий,1,0,1,3,0,6000.0,1,0,0
17271,72272905,25,Служащий,1,0,1,1,1,10000.0,2,0,0
17273,72272938,25,Служащий,1,0,1,2,2,4000.0,1,0,1
17274,72273334,41,Специалист,1,0,0,2,2,12500.0,1,0,0
17275,72273546,52,Руководитель среднего звена,1,0,1,0,0,5500.0,1,0,0
17276,72273725,47,Специалист,1,0,0,1,0,30000.0,1,0,0
17277,72273787,43,Рабочий,1,0,1,2,1,6500.0,1,0,0
17278,72273925,33,Руководитель высшего звена,1,0,1,1,1,11000.0,1,0,0
17279,72274093,48,Специалист,1,1,1,1,0,20000.0,2,1,0
17281,72274190,26,Специалист,1,0,1,1,0,9600.0,1,0,0
17282,72274225,24,Рабочий,1,0,1,1,1,8000.0,1,0,0
17283,72274301,51,Специалист,1,0,1,0,0,8500.0,1,0,0
17284,72274367,53,,0,1,1,2,0,8000.0,1,0,0
17285,72274525,57,Специалист,1,0,1,1,0,10000.0,2,1,0
17287,72274676,65,,0,1,1,0,0,6000.0,1,0,0
17288,72274737,40,Специалист,1,0,1,1,1,9300.0,2,0,0
17290,72275431,23,Рабочий,1,0,1,0,0,15000.0,1,0,0
17291,72275678,53,Рабочий,1,0,1,0,0,7000.0,1,0,0
17292,72275686,57,Другое,1,0,0,0,0,9000.0,1,0,0
17293,72275778,43,Рабочий,1,0,1,1,1,8500.0,1,0,0
17294,72275914,41,Рабочий,1,0,1,2,1,5000.0,1,0,0
17295,72275991,34,Специалист,1,0,0,1,1,16000.0,1,0,0
17296,72276578,57,Специалист,1,0,1,2,0,18000.0,1,0,0
17297,72276655,56,Специалист,1,1,0,0,0,13000.0,3,2,0
17300,72276807,58,Служащий,1,1,1,0,0,9000.0,1,0,0
17301,72277314,43,Специалист,1,0,1,2,2,3500.0,2,1,0
17303,72277317,37,Рабочий,1,0,1,0,0,7600.0,1,0,0
17304,72277341,53,,0,1,1,0,0,8000.0,1,0,0
17305,72277549,57,Специалист,1,1,1,0,0,12000.0,1,0,0
17306,72278139,26,Специалист,1,0,1,1,0,70000.0,1,0,0
17307,72278324,27,Специалист,1,0,0,1,1,20000.0,1,0,0
17308,72278345,57,Специалист,1,0,0,0,0,10000.0,1,0,0
17309,72278748,35,Специалист,1,0,1,0,0,7500.0,1,0,0
17310,72278938,41,Рабочий,1,0,1,0,0,10000.0,1,0,1
17311,72279205,33,Рабочий,1,0,0,1,1,10000.0,1,0,1
17312,72279435,24,Специалист,1,0,1,0,0,15000.0,2,0,1
17314,72279526,53,Специалист,1,0,1,0,1,9800.0,1,0,0
17315,72279561,35,Руководитель среднего звена,1,0,0,1,1,16000.0,1,0,0
17316,72279563,58,,0,1,1,0,0,4600.0,6,4,0
17322,72279730,23,Специалист,1,0,1,0,0,10000.0,1,0,0
17323,72279866,33,Рабочий,1,0,1,2,1,8600.0,2,0,0
17325,72279946,29,Работник сферы услуг,1,0,1,2,2,5500.0,1,0,0
17326,72280003,66,Специалист,1,1,1,0,0,33000.0,1,0,0
17327,72280127,39,Рабочий,1,0,1,1,0,9000.0,1,0,0
17328,72280132,23,Высококвалифиц. специалист,1,0,0,1,1,18000.0,1,0,0
17329,72280166,23,Служащий,1,0,1,0,0,6000.0,1,0,0
17330,72280167,30,Рабочий,1,0,0,0,0,12000.0,1,0,0
17331,72280278,30,Специалист,1,0,0,0,0,12000.0,1,0,1
17332,72280588,45,Рабочий,1,0,1,0,2,8000.0,1,0,0
17333,72280711,27,Рабочий,1,0,0,0,0,17000.0,1,0,0
17334,72280765,59,Специалист,1,1,0,4,0,11500.0,1,0,0
17335,72280903,56,,0,1,1,0,0,6500.0,1,0,0
17336,72281163,42,Рабочий,1,0,1,0,2,5500.0,1,0,0
17337,72281228,27,Служащий,1,0,1,1,0,10000.0,1,0,0
17338,72281249,52,Специалист,1,0,1,0,0,10000.0,1,0,0
17339,72281311,30,Рабочий,1,0,0,1,1,7800.0,1,0,0
17340,72281523,27,Специалист,1,0,0,1,1,30000.0,1,0,0
17341,72281567,46,Рабочий,1,0,0,2,0,12000.0,1,1,0
17342,72282217,47,Работник сферы услуг,1,0,1,0,0,6000.0,1,0,0
17343,72282252,22,Специалист,1,0,1,0,0,9000.0,1,0,1
17344,72282871,30,Специалист,1,0,1,0,0,12000.0,3,2,0
17347,72282907,36,Рабочий,1,0,1,2,1,6000.0,1,0,0
17348,72282999,26,Специалист,1,0,0,0,0,15000.0,1,0,0
17349,72283006,62,Рабочий,1,1,1,2,0,12000.0,1,0,0
17350,72283101,56,Рабочий,1,0,1,3,0,5500.0,1,0,0
17351,72283107,25,Специалист,1,0,1,0,0,12000.0,1,0,0
17352,72283156,51,Специалист,1,0,1,0,0,7000.0,1,0,0
17353,72283345,22,Служащий,1,0,1,0,0,9500.0,1,0,0
17354,72283412,53,Рабочий,1,0,1,3,0,4500.0,1,0,1
17355,72283417,62,,0,1,0,0,0,8200.0,1,0,0
17356,72283452,57,Работник сферы услуг,1,0,0,1,0,15000.0,1,0,1
17357,72283510,45,Рабочий,1,0,1,4,2,12000.0,1,0,0
17358,72283516,41,Специалист,1,0,1,2,2,8000.0,3,2,0
17361,72283700,37,Специалист,1,0,1,1,1,18000.0,1,0,0
17362,72283845,31,Специалист,1,0,1,2,2,6000.0,1,0,0
17363,72283878,27,Специалист,1,0,1,1,1,8000.0,1,0,0
17364,72283978,54,Рабочий,1,0,0,3,0,10000.0,1,0,0
17365,72284443,36,Рабочий,1,0,1,2,1,11000.0,1,0,0
17366,72284540,55,Специалист,1,1,1,0,0,12500.0,1,0,0
17367,72284680,55,Служащий,1,0,1,3,0,20000.0,1,0,0
17368,72284954,25,Специалист,1,0,0,0,0,12000.0,1,0,0
17369,72284979,26,Рабочий,1,0,1,2,2,5000.0,1,0,0
17370,72285109,29,Руководитель среднего звена,1,0,1,1,1,10000.0,1,1,0
17371,72285438,62,Специалист,1,0,0,2,0,10000.0,1,0,0
17372,72285617,23,Работник сферы услуг,1,0,1,2,2,7000.0,1,0,0
17373,72285679,38,Военнослужащий по контракту,1,0,0,2,2,16000.0,1,0,0
17374,72285844,39,Высококвалифиц. специалист,1,0,0,0,0,15000.0,1,0,0
17375,72285863,51,Служащий,1,0,1,3,0,6000.0,1,0,0
17376,72286237,55,Рабочий,1,1,1,2,0,8000.0,1,0,0
17377,72286461,64,,0,1,1,1,0,8000.0,1,0,0
17378,72286522,59,,0,1,1,4,0,9300.0,1,0,0
17379,72286780,57,Служащий,1,0,0,1,0,5000.0,1,0,0
17380,72286835,58,,0,1,0,1,0,18000.0,1,0,1
17381,72287116,31,Рабочий,1,0,1,1,1,7500.0,1,1,0
17382,72287450,58,,0,1,1,2,2,6000.0,1,0,0
17383,72287517,48,Рабочий,1,0,1,0,0,5500.0,1,0,0
17384,72287523,53,Специалист,1,0,1,1,0,9000.0,1,0,0
17385,72287525,33,Другое,1,0,1,0,0,10000.0,1,0,0
17386,72287530,25,Специалист,1,0,0,0,0,13000.0,1,0,0
17387,72287899,56,Рабочий,1,1,1,1,1,12000.0,1,0,0
17388,72288003,32,Специалист,1,0,0,1,1,15000.0,1,0,0
17389,72288027,37,Специалист,1,0,1,0,1,6000.0,2,1,0
17391,72288047,52,,0,1,1,2,0,6000.0,1,0,0
17392,72288089,25,Специалист,1,0,1,0,0,10000.0,1,0,0
17393,72288243,33,Служащий,1,0,0,2,2,6000.0,1,0,1
17394,72288303,63,,0,1,0,0,0,7000.0,1,0,0
17395,72288325,60,Рабочий,1,0,1,2,0,11000.0,1,0,0
17396,72288411,59,,0,1,0,4,0,18000.0,1,0,0
17397,72288633,36,Специалист,1,0,0,1,1,15000.0,1,0,0
17398,72288788,53,,0,1,0,0,0,4000.0,1,0,0
17399,72288914,47,Специалист,1,0,0,2,0,11000.0,1,0,0
17400,72288919,24,Рабочий,1,0,1,1,1,7000.0,1,0,0
17401,72288973,55,,0,1,1,0,0,10000.0,1,0,0
17402,72288989,24,Специалист,1,0,1,1,1,13000.0,1,0,0
17403,72289007,38,Руководитель высшего звена,1,0,0,1,1,20000.0,1,0,0
17404,72289156,54,Рабочий,0,1,1,1,1,13000.0,2,0,1
17406,72289471,39,Специалист,1,0,1,2,2,8000.0,2,1,0
17408,72289569,27,Специалист,1,0,1,0,0,15500.0,1,0,0
17409,72289574,25,Работник сферы услуг,1,0,1,1,1,23000.0,1,0,0
17410,72289580,56,,0,1,1,1,0,10000.0,1,0,0
17411,72289602,48,Служащий,1,0,1,2,0,10000.0,1,0,1
17412,72289622,48,Специалист,1,0,1,0,0,15000.0,1,0,0
17413,72289818,38,Специалист,1,0,0,2,1,25000.0,2,1,0
17415,72289930,44,Рабочий,1,0,0,1,1,30000.0,1,0,0
17416,72289945,41,Специалист,1,0,0,1,1,8000.0,1,0,0
17417,72290071,34,Специалист,1,0,1,2,2,10000.0,1,0,0
17418,72290076,49,Специалист,1,0,0,0,0,9000.0,1,0,0
17419,72290120,29,Специалист,1,0,0,2,2,14500.0,2,1,0
17421,72290453,44,Специалист,1,0,1,1,1,10000.0,2,1,0
17423,72290525,26,Специалист,1,0,0,0,0,10000.0,1,1,0
17424,72290647,39,Рабочий,1,0,1,0,0,8000.0,1,0,0
17425,72290665,35,Рабочий,1,0,1,0,0,11000.0,1,0,0
17426,72290689,27,Руководитель высшего звена,1,0,0,0,0,20000.0,1,0,0
17427,72290827,22,Специалист,1,0,0,0,0,9500.0,1,0,0
17428,72290895,26,Специалист,1,0,0,0,0,25000.0,1,0,0
17429,72290939,45,Специалист,1,0,1,2,1,8500.0,1,0,0
17430,72291013,40,Другое,1,0,1,2,0,25000.0,1,0,0
17431,72291063,27,Специалист,1,0,0,1,1,20000.0,1,0,0
17432,72291227,54,Служащий,1,1,1,2,0,12000.0,1,0,1
17433,72291229,43,Руководитель среднего звена,1,0,0,1,1,18000.0,1,0,0
17434,72291249,28,Специалист,1,0,0,1,1,28000.0,1,0,0
17435,72291363,26,Служащий,1,0,0,0,0,18000.0,2,0,0
17437,72291656,36,Специалист,1,0,1,1,1,7000.0,1,0,1
17438,72291975,52,Специалист,1,0,0,2,0,25000.0,2,2,0
17440,72292242,28,Рабочий,1,0,1,0,0,6000.0,1,0,1
17441,72292388,44,Специалист,1,0,1,1,1,11200.0,1,0,0
17442,72292468,54,Рабочий,1,0,1,4,1,6000.0,1,0,0
17443,72292529,59,,0,1,1,0,0,6300.0,1,0,0
17444,72292629,22,Рабочий,1,0,1,0,0,7000.0,1,0,0
17445,72292962,37,Партнер,1,0,1,2,1,10000.0,1,0,0
17446,72292990,48,,0,1,0,2,2,6800.0,1,0,0
17447,72293086,36,Рабочий,1,0,1,1,1,10000.0,1,0,0
17448,72293311,45,Рабочий,1,0,1,2,0,15000.0,2,0,0
17450,72293565,31,Рабочий,1,0,1,1,1,8000.0,1,0,0
17452,72293897,46,Специалист,1,0,1,3,0,8000.0,1,0,1
17453,72293936,35,Высококвалифиц. специалист,1,0,1,2,2,10000.0,1,0,0
17454,72293950,29,Специалист,1,0,1,1,1,15000.0,2,1,0
17456,72293976,29,Служащий,1,0,0,0,0,23000.0,1,0,0
17457,72294021,31,Специалист,1,0,1,1,1,12000.0,1,0,0
17458,72294357,62,,0,1,1,0,0,7000.0,1,0,0
17459,72294374,23,Служащий,1,0,1,0,0,13000.0,2,0,0
17461,72294405,55,Работник сферы услуг,1,0,1,2,0,6000.0,1,0,0
17462,72294585,51,Другое,1,0,1,2,0,10000.0,1,0,0
17465,72294719,34,Высококвалифиц. специалист,1,0,1,1,1,8000.0,1,0,0
17466,72294887,26,Специалист,1,0,0,0,0,11000.0,1,0,1
17467,72294895,63,,0,1,1,2,0,8000.0,1,0,0
17468,72294963,47,Специалист,1,0,1,1,1,7500.0,1,0,0
17469,72295184,39,Руководитель высшего звена,1,0,0,2,2,27000.0,1,0,0
17470,72295239,27,Специалист,1,0,1,1,1,16000.0,1,0,0
17471,72295358,63,Специалист,1,1,1,2,0,13000.0,2,1,0
17473,72295425,52,Специалист,1,0,0,0,0,8000.0,4,2,0
17477,72295484,30,Руководитель высшего звена,1,0,0,1,1,8500.0,1,0,1
17478,72295596,35,Рабочий,1,0,0,2,2,7000.0,1,0,0
17479,72295609,30,Руководитель высшего звена,1,0,1,2,2,9800.0,2,1,0
17481,72295847,33,Служащий,1,0,0,0,0,9500.0,1,0,1
17482,72296106,61,,0,1,0,2,0,9000.0,1,0,0
17483,72296460,23,Служащий,1,0,0,1,1,9500.0,1,0,0
17484,72296483,56,,0,1,1,0,0,5000.0,2,1,0
17486,72296780,42,Специалист,1,0,1,0,1,15000.0,2,1,0
17488,72297127,43,Специалист,1,0,1,2,2,15000.0,1,0,0
17489,72297533,27,Специалист,1,0,1,1,1,5339.0,1,0,0
17494,72297910,43,Рабочий,1,0,0,2,2,17000.0,1,0,0
17495,72297995,38,Рабочий,1,0,1,2,2,8000.0,1,1,0
17496,72298106,59,,0,1,1,1,0,5000.0,1,0,0
17497,72298147,39,Рабочий,1,0,1,1,1,6000.0,1,0,0
17498,72298280,61,,0,1,1,1,0,7000.0,1,0,0
17499,72298442,48,Служащий,1,0,1,0,0,10000.0,1,0,0
17500,72298700,29,Работник сферы услуг,1,0,1,1,1,8000.0,1,0,0
17501,72298761,37,Специалист,1,0,1,2,0,7000.0,1,0,0
17502,72298775,53,Специалист,1,0,1,2,0,8000.0,2,2,0
17504,72298809,49,Специалист,1,0,1,2,0,13000.0,1,0,0
17505,72298874,61,,0,1,0,3,0,7000.0,1,0,0
17506,72299026,44,Специалист,1,0,0,3,1,12500.0,1,0,1
17507,72299148,41,Специалист,1,0,1,2,0,15000.0,1,0,1
17508,72299237,42,Специалист,1,0,1,2,1,15000.0,1,0,0
17509,72299325,59,,0,1,0,2,0,10000.0,1,1,0
17510,72299368,27,Рабочий,1,0,1,2,2,8000.0,1,0,0
17511,72299505,33,Служащий,1,0,1,1,1,7000.0,1,0,0
17512,72299553,59,Рабочий,1,1,0,2,0,12000.0,1,0,1
17513,72299606,23,Индивидуальный предприниматель,1,0,0,0,0,20000.0,2,0,0
17515,72299647,57,Работник сферы услуг,1,0,1,0,0,15000.0,1,0,0
17516,72299841,25,Специалист,1,0,1,0,0,8000.0,2,1,0
17518,72300061,28,Специалист,1,0,0,1,1,16000.0,1,0,0
17519,72300182,23,Рабочий,1,0,1,1,1,10000.0,1,0,0
17520,72300383,53,Специалист,1,1,1,2,0,17000.0,1,1,0
17521,72300500,44,Руководитель высшего звена,1,0,1,2,2,7000.0,2,2,0
17523,72300700,61,Рабочий,1,0,0,0,0,6000.0,1,0,0
17524,72301057,34,Специалист,1,0,1,2,2,5000.0,1,0,0
17525,72301123,26,Специалист,1,0,1,1,1,13000.0,1,0,0
17526,72301351,26,Рабочий,1,0,1,1,1,8000.0,1,0,1
17527,72301640,44,Высококвалифиц. специалист,1,0,0,3,3,10000.0,1,0,0
17528,72302008,51,Специалист,1,0,1,1,0,13000.0,1,0,0
17529,72302030,26,Руководитель среднего звена,1,0,0,0,0,20000.0,2,1,0
17531,72302210,46,Служащий,1,0,1,0,0,4000.0,1,0,0
17532,72302401,50,Рабочий,1,0,1,1,1,9000.0,1,0,0
17533,72302404,61,,0,1,0,0,0,7600.0,1,0,0
17534,72302430,58,,0,1,0,2,0,8500.0,1,0,0
17535,73815159,41,Рабочий,1,0,1,2,2,8000.0,2,1,0
17537,73815273,44,Специалист,1,0,1,2,0,10000.0,2,1,0
17539,73815295,26,Специалист,1,0,1,0,0,13000.0,1,0,0
17540,73815309,47,Руководитель среднего звена,1,0,1,3,1,14000.0,2,1,0
17542,73815380,48,Рабочий,1,0,0,0,0,10000.0,1,0,0
17543,73815608,59,,0,1,1,0,0,10000.0,1,0,0
17544,73815769,33,Специалист,1,0,0,1,1,20000.0,1,0,0
17545,73815822,33,Работник сферы услуг,1,0,1,0,0,9000.0,1,0,0
17546,73815826,25,Специалист,1,0,1,2,2,12000.0,1,0,0
17547,73815842,26,Специалист,1,0,1,0,0,9500.0,1,0,0
17548,73816005,54,Работник сферы услуг,1,0,1,2,0,17000.0,1,1,0
17549,73816079,37,Рабочий,1,0,0,1,1,15000.0,1,0,1
17550,73816362,48,Специалист,1,0,1,2,0,13500.0,1,0,0
17551,73816632,37,Служащий,1,0,1,2,1,15000.0,1,0,0
17552,73816684,56,Специалист,1,0,1,3,0,8000.0,2,2,0
17554,73816704,28,Специалист,1,0,1,1,1,15000.0,1,0,0
17555,73816834,49,Специалист,1,0,1,1,0,10000.0,3,1,1
17558,73816837,30,Специалист,1,0,1,1,1,10000.0,2,1,0
17560,73816971,45,Специалист,1,0,0,2,2,10000.0,1,0,1
17561,73817114,35,Специалист,1,0,1,0,0,12000.0,1,0,0
17562,73817173,26,Специалист,1,0,1,0,0,8000.0,1,0,0
17563,73817343,28,Служащий,1,0,0,1,1,10000.0,1,0,1
17564,73817571,35,Специалист,1,0,0,0,0,15000.0,1,0,0
17565,73818162,42,Специалист,1,0,0,2,2,18000.0,2,1,0
17567,73818402,51,Специалист,1,0,1,0,0,17000.0,1,0,0
